COURSE CODE,COURSE TITLE,Credits,CATEGORY
21CC3226,CODECHEF CERTIFIED DATA STRUCTURE & ALGORITHMS PROGRAMME,0,Value Added Courses (VAC)
21CC3063,WIPRO TALENT NEXT JAVA FULL STACK CERTIFICATION,0,Value Added Courses (VAC)
21CC3062,WIPRO TALENT NEXT J2EE CERTIFICATION,0,Value Added Courses (VAC)
21CC3015,TENSORFLOW DEVELOPER CERTIFICATE,0,Value Added Courses (VAC)
21CC3227,SERVICENOW CERTIFIED SYSTEM ADMINISTRATOR,0,Value Added Courses (VAC)
21CC3228,SERVICENOW CERTIFIED DEVELOPER,0,Value Added Courses (VAC)
21CC3229,SALESFORCE ADMINISTRATOR CERTIFICATION EXAM (CRT101),0,Value Added Courses (VAC)
21CC3230,SALESFORCE DEVELOPER CERTIFICATION EXAM,0,Value Added Courses (VAC)
21CC3231,PEGA CERTIFIED SYSTEM ARCHITECT,0,Value Added Courses (VAC)
21CC3232,PEGA CERTIFIED SENIOR SYSTEM ARCHITECT,0,Value Added Courses (VAC)
21CC3058,PALO ALTO NETWORKS CERTIFIED CYBERSECURITY ENTRY-LEVEL TECHNICIAN (PCCET),0,Value Added Courses (VAC)
21CC3233,ORACLE CLOUD INFRASTRUCTURE CERTIFICATION,0,Value Added Courses (VAC)
21CC3234,MULESOFT CERTIFIED DEVELOPER,0,Value Added Courses (VAC)
21CC3235,MONGODB ASSOCIATE DBA EXAM,0,Value Added Courses (VAC)
21CC3016,MONGODB ASSOCIATE DEVELOPER EXAM,0,Value Added Courses (VAC)
21CC3272,MICROSOFT CERTIFIED: DEVOPS ENGINEER EXPERT (AZ-400),0,Value Added Courses (VAC)
21CC3237,MICROSOFT CERTIFIED: AZURE SOLUTIONS ARCHITECT EXPERT,0,Value Added Courses (VAC)
21CC3238,MICROSOFT CERTIFIED: AZURE AI ENGINEER ASSOCIATE,0,Value Added Courses (VAC)
21CC3239,MICROSOFT CERTIFIED: AZURE NETWORK ENGINEER ASSOCIATE,0,Value Added Courses (VAC)
21CC3240,MICROSOFT CERTIFIED: AZURE SECURITY ENGINEER ASSOCIATE,0,Value Added Courses (VAC)
21CC3241,MICROSOFT CERTIFIED: AZURE DATA ENGINEER ASSOCIATE,0,Value Added Courses (VAC)
21CC3061,"JUNIPER NETWORKS CERTIFIED ASSOCIATE, JUNOS(JNCIA-JUNOS)",0,Value Added Courses (VAC)
21CC3242,GOOGLE CLOUD ASSOCIATE CLOUD ENGINEER (GCP-ACE),0,Value Added Courses (VAC)
21CC3243,CAMBRIDGE ASSESSMENT ENGLISH BEC-PRELIMINARY,0,Value Added Courses (VAC)
21CC3244,AWS CERTIFIED SOLUTIONS ARCHITECT - ASSOCIATE (AWS-SAA),0,Value Added Courses (VAC)
21CC3245,AWS CERTIFIED MACHINE LEARNING SPECIALITY,0,Value Added Courses (VAC)
21CC3246,AWS CERTIFIED DATABASE SPECIALITY,0,Value Added Courses (VAC)
21CC3247,AWS CERTIFIED SECURITY SPECIALITY,0,Value Added Courses (VAC)
21CC3248,AWS CERTIFIED DATA ANALYTICS SPECIALITY,0,Value Added Courses (VAC)
21CC3249,AWS CERTIFIED ADVANCED NETWORKING SPECIALITY,0,Value Added Courses (VAC)
21CC3250,AWS CERTIFIED DEVOPS ENGINEER PROFESSIONAL,0,Value Added Courses (VAC)
21CC3251,AWS CERTIFIED SOLUTIONS ARCHITECT PROFESSIONAL,0,Value Added Courses (VAC)
21CC3252,AVIATRIX CERTIFIED ENGINEER MULTI-CLOUD NETWORKING ASSOCIATE (ACE-MCNA),0,Value Added Courses (VAC)
21CC3253,CERTIFIED ETHICAL HACKER (CEH),0,Value Added Courses (VAC)
21CC3254,AUTOMATION ANYWHERE RPA CERTIFICATION,0,Value Added Courses (VAC)
21CC3255,PEN-200 | PENETRATION TESTING| OFFENSIVE SECURITY CERTIFICATION,0,Value Added Courses (VAC)
21CC3092,TABLEAU,0,Value Added Courses (VAC)
21CC3295,COMPTIA PENTEST+,0,Value Added Courses (VAC)
21CC3264,UNITY CERTIFIED ASSOCIATE GAME DEVELOPER EDITEDÂ ,0,Value Added Courses (VAC)
21CC3292,EPAM (FRONT-END TECHNOLOGIES),0,Value Added Courses (VAC)
21SP2113,THROWBALL,0,SPC
21SP2108,KABADDI,0,SPC
21SP2114,VOLLEYBALL,0,SPC
21SP2109,KHO-KHO,0,SPC
21SP2111,TABLE TENNIS,0,SPC
21SP2116,YOGA,0,SPC
21SP2110,TENNIS,0,SPC
21SP2105,CHESS,0,SPC
21SP2102,BASKET BALL,0,SPC
21SP2103,BADMINTON,0,SPC
21SP2104,CRICKET,0,SPC
21SP2101,ATHLETICS,0,SPC
21UC4001,SOCIAL WORK,0,SOCIAL WORK
